PC1,PC2
-0.3555170755,-0.494018479
1.141853113,0.2832206207
0.8967651236,0.8956397458
0.7431673742,-0.6121576589
1.45341332,-0.4924771404
0.2827500995,0.9728139997
0.7548582755,-0.6405426181
1.809922164,0.08192042868
-0.1387077426,-1.055876841
-0.7473559022,-0.5288981768
0.5017990402,0.276452295
0.5061820676,0.3683664563
0.1087327932,-0.1531318578
2.366594601,0.9424683723
1.236076776,0.486807857
-0.638610419,-0.1873520745
1.43246579,1.519001479
-0.3377610538,-1.701851275
-0.3437718512,-0.1857562188
-1.731993378,-0.3134065313
-0.3043150622,-0.7819535784
-0.2342511863,-2.3098062
0.7111018707,-1.656590719
0.26625392,-0.3124060052
1.250361758,0.2200196189
0.3402722034,-0.644198982
0.7485948309,0.5277107383
1.142899512,-2.296602353
0.2895912142,-0.2724257871
0.6126127509,-0.6370779895
1.553667023,-0.3547783742
-0.2637603627,-1.080238884
1.039905113,0.8527278661
0.2296097175,-0.03214618614
0.3943157199,-1.687349414
-0.03199624414,1.229075321
0.4820952217,0.279401507
1.33126578,-0.686720644
-0.830254272,-1.368677753
-0.9465074023,0.3911649612
-0.1195708651,-1.29168109
1.407748311,-1.11621434
0.8590119658,0.2085333309
-0.7485304157,-2.435221027
1.663937878,-1.033899465
0.9942991732,-1.175203421
-0.3331777648,-1.605795816
-1.029497767,0.8379893108
1.120692532,-0.03037942866
0.433192745,0.3040440534
0.5385312787,1.160645991
0.5117926756,-0.3970698166
1.194146233,-0.8603425686
-1.829423875,-0.3045219684
0.7369687963,-0.5086776392
0.2040279829,-0.7794866432
-1.196785915,-0.2631247815
-1.712736246,-1.380688261
-1.091665321,-0.447088716
-0.9685074679,-0.5438225477
0.9992888299,-0.5654271535
0.2236418923,1.026101918
0.6465077723,0.4117473073
-0.2737246167,-0.6998963865
0.08426942105,-1.996941997
1.709824083,0.6019467892
1.083161628,-1.973257948
1.101355331,-0.7413446546
-0.2604820386,-0.677587257
-1.638990896,0.4951817619
0.5405180168,-1.798035584
0.325270105,-0.7626565021
-0.6681963527,-0.7431162254
0.535526181,-1.442216549
0.1271482491,-0.3881189892
0.7190201154,-0.4063597618
-2.37456453,0.3946752556
-1.204911637,-0.5267346506
-2.315076797,-2.463407726
1.369545119,-0.09372410062
0.7171374323,-0.7640426557
0.4872765029,-1.116969829
1.104199082,0.1733822691
-0.8527474391,0.2821244128
-0.8108969779,1.264653026
-1.345540747,-0.3060189238
0.3428879156,2.214431914
-0.8761092491,-0.5508800175
0.87412382,0.4440017069
0.7074239134,-0.681620398
1.439307103,0.1243415694
1.223484027,0.03775018942
0.3117286976,-1.873960422
0.3959893839,-0.09127804376
-1.626201736,-0.746623065
1.536607692,-1.993185275
0.6420391761,-0.4306261341
0.8702411611,0.0455619612
-0.432687857,0.2637418375
-0.03267162143,-2.014697282
1.134169258,-1.979994706
-1.230547958,-0.2454469004
-0.03680185635,-0.4387295346
0.5289133543,-2.454683485
-1.538005706,-0.7330873337
-0.8106813622,-1.338583359
-0.2126135031,-1.137892849
0.9574780239,-0.9407370424
0.3582604246,-1.561247787
2.273387933,-0.4981977179
0.7937012847,1.259701985
1.153907857,0.02519408603
0.5888543171,-1.105389935
1.06818699,0.7767505119
-1.18108637,0.4022494209
0.4199183098,-0.4574070482
-1.203284736,1.022647729
-0.4608258409,2.214537361
0.02374773626,0.0462409065
-0.3965832308,-0.8736032729
-2.765474003,-1.172533913
0.781653097,-1.201898886
-1.106437824,-2.057235676
-0.3237228938,-0.8330334235
-1.07801678,-0.6190548875
-0.3514363943,-1.225629506
0.7147355936,0.7675235124
0.02440202419,-1.418605755
-1.142794401,-2.530845589
-0.1665645551,1.621241266
0.06392909708,-0.7414418695
0.1956976881,0.09852145782
-1.155940107,-0.4383816696
-0.81672308,-0.292696013
0.9765553219,-2.313530973
0.994888591,0.7805328689
0.3984261785,-2.933715365
0.9147875401,-2.354869374
0.4224583128,-0.7418279252
0.7050028357,-2.49602242
0.1038760167,0.1960870153
1.899233631,-0.3127401213
-0.5234107867,0.2821738335
0.5201249162,-0.883874885
2.037246646,-0.5285542614
1.121587923,-0.4623070076
0.518744284,-0.1395097429
0.4031452351,-1.861567936
0.08542302772,-1.31373439
-0.4178534319,-1.41657902
-1.52284161,-1.046534513
0.02688547459,1.409787645
1.167247197,-1.621197638
-0.3765182753,-1.664614979
0.004612605148,-0.6596683429
-0.4424081631,0.1112953562
2.168480163,-1.015206064
-1.343886024,0.9589730768
1.180486996,-2.007127955
-1.023717584,1.142274982
2.064044511,0.1737171368
-1.102354762,-0.5838112427
1.370889884,-0.1185743957
1.739184122,1.807099966
1.008660636,0.1374999119
0.521387065,-1.189515732
0.2213531344,-1.218267402
0.5676008258,-1.768972338
-0.1768012149,-0.2389124756
-0.2797956105,-2.54779676
0.1392857369,0.005411248595
-1.840460917,0.1616997298
0.2321328769,-0.1062582418
0.3748402572,0.4080999232
1.233283323,0.7294099345
0.04645079441,-0.5298803686
1.743812217,-0.95732075
0.3398985041,-1.694728351
-0.5570487286,-0.8987350273
0.4156171002,-0.2331604499
0.7505021596,-0.3100621404
-0.4241732478,-0.1203478895
-0.3765360997,-1.034312891
1.297825872,0.442571428
0.3256805742,1.376587912
1.037550052,-1.482423835
-0.9640194217,-1.133773287
-0.1117705237,-0.6246684615
0.795293104,-1.259084137
0.1103350281,-1.486376796
-0.2739800107,-0.7433219061
0.180808356,1.177610248
0.9997508159,-0.1907970761
-0.6701136245,0.3755536622
-1.253913598,-0.6334355813
1.223593862,-0.8720336066
-1.07960913,0.06601188868
1.203497542,-1.293200976
1.300763377,1.330668893
3.089190825,-0.3793190012
0.8654428484,-0.6748588867
-0.5231112338,-0.6360819497
0.9227383415,1.295390216
1.550489587,0.1746355659
-0.6791661325,-0.5844774521
0.2789227856,-1.99557193
2.676391275,-0.4907429751
3.790090461,0.719688102
-0.06040518943,-1.537616717
0.467436083,0.1068534816
0.8608800965,0.08039843275
0.6620878441,-1.108841212
2.045945128,0.03835708434
0.3797532234,-0.9897604765
-0.08360019434,0.2203017418
-0.6305955521,-1.209596356
-1.749688574,-1.76004314
0.09296315695,-0.7197007059
0.2634792649,-1.42564264
2.099556349,2.359024609
-0.1309701114,-1.400257564
1.023567357,-0.1125245436
-1.141239682,-1.219086399
-0.0732550038,-1.099693322
-0.622426593,-0.04981803792
1.628576139,-0.4740471843
-0.02083437996,-1.35056585
-1.581740834,-1.592009922
1.647640721,-0.4509137109
-0.4828222855,-2.028803459
-0.8379745069,-1.283798156
-0.1937688742,-0.2824093663
0.5376525026,-1.005268969
-0.2151269323,-1.012798702
0.1350583655,-2.001171262
0.569490838,-1.974321886
0.4004558294,-0.5991329954
1.659901028,0.3651331785
0.3297077145,-0.3258416145
-0.1690260853,-0.7703435626
-0.6959539778,0.3072810433
-0.4035479874,-0.9503240042
1.987686302,-1.678865134
0.4423364018,-0.01981102898
-1.329334402,-2.067267001
0.37905539,0.5027867935
-1.293772674,-0.09465799556
-0.1940235289,-1.563128054
0.5198972899,-0.209187021
-1.033624451,-0.8739971347
-0.2805799306,-0.1299640563
0.3907474382,-0.9394684532
0.5098087893,-1.509129246
0.5507996158,-0.3801219327
1.367513844,-0.4225390544
-0.3072773397,-1.314911003
-1.572054953,-1.882883367
0.02887993965,-1.348025124
0.008480995415,-1.296877604
-1.246842581,-2.007961613
1.181422253,0.06880077303
-0.3701942996,0.8128855893
-0.6924446711,0.6351369174
-0.09167881254,0.676224624
0.09112697057,-2.007496687
0.7318937625,1.684318369
0.5495867947,-0.2221174288
-0.630156651,-1.166428711
0.5061703669,-1.051349282
-0.4697357917,-0.2569854679
1.186890598,0.1382449043
-0.1539988648,0.5975486902
-0.3617848668,-2.35846205
0.1292108427,0.4945299989
1.102851997,-0.4814888235
-1.180782656,-0.2566759227
-0.08825340236,-1.018975928
1.964410174,-2.504229671
0.5755413582,-0.2624350764
1.099440448,-0.2968672155
0.7885721459,0.5029970417
-1.13640822,-1.2427521
0.7942155907,-2.120956131
-1.336078979,-0.6152536963
-0.8975953667,-0.4125264722
1.111937199,1.512947796
-0.1936124491,1.049624131
-0.7662513461,0.5852689301
-1.147990505,0.6269026
0.9689022165,-1.378213515
0.591019129,0.7094733002
1.853761474,-0.6851727964
0.6072880095,0.9195935331
0.5247945757,-0.5047813411
0.35774696,0.8684152035
0.8790670698,0.4229686101
-1.072582648,-1.417654498
0.0468626483,1.485890502
0.5417412955,-1.722114378
-0.08165940231,0.7399838383
0.5155133487,0.1002345918
0.5982733308,-0.05745718254
0.2182564142,-1.675597745
1.221067819,-0.5125777668
-0.3638769955,-0.8225984074
-0.4425552921,-0.3961283053
-0.3205235853,2.572961996
-1.131711564,-1.273758245
-0.3659450892,0.5974218824
0.85539028,-2.682729633
-0.2675434664,-1.633237505
-1.073765904,0.7845548567
0.9522621352,-0.1386208193
0.5376512953,-1.403401512
-0.325921465,-1.49279091
1.823342049,-0.4618860252
-0.7270773614,-0.1781074003
0.9742209383,-1.971010728
1.582384137,-0.1326839955
0.2964814538,0.4716762484
0.3427612509,0.09910323263
0.6065266982,-1.964021807
0.1421051974,-1.201183127
1.706431661,0.1648824466
1.05197592,1.612355169
0.4296768848,-0.6134232007
2.100509924,1.70622645
-1.319551983,-0.2280427786
0.5818668809,1.392007344
0.8397875123,-0.9692676418
0.8578415794,0.1767790941
0.6098137463,-0.5791614414
1.257018888,0.2725626929
0.4518342416,-1.34555436
1.228677013,-1.112513945
-0.2453101429,0.3895548837
-1.132385224,1.204975039
1.568235082,0.1095865359
1.029344945,0.4227328177
-1.135136855,-1.053398995
2.695969685,-1.644875204
1.97852035,-0.2591241325
0.2314701577,-1.671452484
-0.4295672604,-0.5518112191
-0.06935256278,0.849521817
1.210890887,0.0873851502
-0.7516922581,-1.777643529
-0.4585150769,-0.6547317047
-1.723641089,-1.036266664
1.482944836,-1.018932894
0.5014962616,-0.002497736691
0.1716353779,0.4857831023
-0.5915551215,0.297271279
1.49404688,-0.2706472344
2.400229422,-0.2924117278
0.1984768365,-0.7864199134
-0.5626350298,-0.4866185247
2.519026167,0.9682446646
0.5380520782,-1.898946879
-0.9774178059,-0.9220011045
0.0679987326,0.1393179165
0.3317544097,-1.032420102
0.1819265964,0.3436916513
-0.4396660605,1.010174245
-0.03874361517,-1.762742567
0.2334316305,-1.30280688
-0.2062968784,-0.9938382062
1.435528297,-1.727034848
1.574840312,0.4698402691
0.5949046154,-1.063890726
0.2846195762,0.4344784745
1.216115274,-1.263935293
0.2874565933,1.190391314
0.6299198504,-0.3821811559
2.864727964,-0.06929189235
-0.2707744789,-0.6084100802
-0.5969217228,0.04457470817
-0.408624493,0.9966800997
-0.1436015893,-0.7571270492
0.3524627407,-0.2112060642
-0.06408295693,-0.467832143
-0.1949451796,-0.8378850018
-0.8560323357,-2.288976337
0.6000037964,1.525723707
-0.2678679004,-1.542819995
0.1442381748,-0.6517681358
0.8590293009,-0.4150211823
1.386221615,-1.768896825
0.02451472598,-1.154117138
1.182672635,-0.5600327418
-0.4238690772,-0.006150987047
-0.7161076988,-2.169014014
-0.4600968201,0.2407148468
1.617918086,0.2708394232
0.8404665315,-1.382168337
-0.3524290005,0.7253534606
0.7227364734,-0.8027222003
1.157842816,0.2928204671
-1.246484432,-1.680838853
1.738451676,-2.153652705
-1.589782488,-1.380520689
-0.8395438271,-0.3297461334
1.765379876,-0.6200016987
2.109793901,-0.3720476919
1.150949081,-2.462144381
1.564502551,-0.6273702875
0.09424988891,-1.538347058
-1.21563191,-1.528110498
1.884188717,-0.2712690486
1.342954566,-1.406163888
0.8151636618,-1.221924768
-1.426855389,-0.2037357196
0.8404045369,-0.1945176559
1.769174478,-0.1069479644
-1.657878656,-0.4465735507
1.049545226,0.7945071494
-0.7805048866,-1.17857917
-1.640263288,0.8063752508
1.067609621,-1.343639341
-1.904442208,-2.673944405
-0.9981956982,-0.9718533498
1.493062661,0.3796054622
0.1987435732,0.3854597567
1.976637027,-0.9999566638
0.09158183641,-0.8827693681
-1.448520829,-1.594066982
1.116677865,1.00477919
0.3671527495,0.4576481003
0.6431978688,1.470741955
0.5807913409,-1.014265843
0.9309904726,-0.7279879385
-1.249829042,-2.172206679
0.7710370767,-0.7120019313
0.8966109291,-0.2281590595
0.6853061293,-0.1060345263
-0.2740575428,-2.115618967
1.37808853,-1.371263388
1.080496105,0.4597980134
1.531101669,-1.304821077
0.7053069916,1.42688152
-0.1307469452,-0.8885857456
0.4298856218,1.070177218
1.972547151,-0.1938681774
-0.4036652402,-1.18930862
1.395289449,0.8443964102
0.7638731481,-1.255522824
-0.5020372103,-0.5455563144
1.87320365,-0.8000962658
2.821796732,-0.6325760426
0.7458669722,-0.4225577939
0.1716764317,0.4729765177
0.3222206188,-1.221612267
0.6171729451,0.1591049741
-0.4981394613,0.4479294549
0.9612464367,-1.05741847
-0.8588990751,-2.391286588
1.101213643,0.1771597503
2.306230216,-1.292917066
0.1897439246,-2.000150794
-0.8461186937,0.7443898085
-1.296148051,-0.02927478986
2.154338346,0.3712960791
-1.53885634,1.73454665
-1.335120968,-0.02539607822
0.08347328316,0.6314576473
2.301160077,-0.7249142279
-0.9099268064,-0.4123782649
-0.160493478,0.5672864781
0.4512894118,-2.363308757
-0.1612303381,-1.276048311
0.1356482611,0.4064733359
1.91335219,-0.484971514
-0.04286619143,0.02614480692
-0.3951541245,-0.3170648918
0.4020922393,-2.210396622
2.324132439,0.5856111868
-0.8128133157,-0.740398586
0.301103132,-1.075371871
-1.901903825,0.02737739948
-2.061092137,-2.028196015
0.5394046542,-1.51468312
-0.9531430126,-1.258154259
3.254173165,-0.6237991969
0.7035264417,0.281236425
0.4060465815,-2.361853235
0.2128355471,-0.9801244075
1.434543813,0.2642679506
0.8475945944,-0.1816342206
0.55620992,-0.2655559702
0.8030553894,0.7728168489
0.207147679,-0.1469895851
-0.1287798281,-0.4525129854
0.09519839455,0.360413415
-1.365257093,0.2434813421
-0.7323016473,-0.4059035684
-1.204224957,1.493304217
0.05369854479,-0.8835518293
2.21918171,-1.243887272
1.089471042,-0.1784687747
0.605331077,-0.084201849
0.1907830009,-0.7595321107
-0.2470820087,0.6594029717
1.483315425,0.5183231494
0.5120725702,-1.554123301
2.838711579,-0.4262339448
0.3803128433,-0.1037576555
0.4468888662,0.8595890083
-0.2063870242,-1.066279979
-1.252522796,0.007371222957
0.5057931605,-0.8231948342
0.3747636114,1.05168958
0.9633605255,-0.5574043778
0.1622800406,1.074893387
0.2925104652,-1.45023271
-0.1374265792,-0.300426998
-0.6165506073,-0.6124444167
1.21573129,1.725240839
-0.2281027919,-0.3046995483
0.67935505,0.8082346018
0.9578764183,-0.410402307
1.223552257,-0.1269850992
3.389224791,-0.4651228423
1.003978532,-1.482154907
-0.810100662,0.08749692777
1.479062432,-0.5341178318
-0.2536092541,0.478737818
0.1207950824,0.507111603
-0.475539001,1.393125905
0.8443087749,-0.8605963585
0.15066075,-0.9031972883
1.174817525,-0.1780724295
0.7396960869,1.41259156
2.570833954,0.4182028372
1.097081425,0.5906094033
-0.4950134715,-1.73004559
-0.9820091324,-2.588327253
2.726709452,-0.6349668137
-0.542821877,-0.115851004
-2.330584518,-0.3890098026
-0.3208087701,0.46821638
0.6294175958,-1.935636973
-0.4009224838,-1.242094249
0.7695699653,-2.354063198
0.2680542992,-0.9543663395
0.3523825811,-0.2513278862
-1.262219776,-0.5402844714
0.9902259292,-0.1310323392
2.409559304,-0.731160356
0.3895996195,-0.5688030057
-0.1366045334,-0.5492936414
0.1341180964,-1.166993141
-1.911609928,-1.066573583
0.4539797617,-1.304522137
-0.645908368,-0.06712316455
-0.18042211,-0.8364536317
0.9727469203,-0.8624607778
-0.7070906179,1.014204319
0.9323654228,-2.485246453
-0.9897993041,0.9324333192
1.380709573,0.3768937844
-1.021501205,1.735978049
0.7329135697,-1.553584991
0.5478857639,0.4673962563
-1.047928251,-0.03167402124
0.5122121581,-2.619364647
2.342511974,0.90558387
0.283813894,-1.503948192
-0.420862309,-0.06495370688
-1.425543065,-0.002162503656
0.850174263,-0.5371785407
1.21733428,0.01391922433
0.5549260912,0.3734748488
-0.7312934699,0.09260487278
-2.242848952,1.054083193
0.5567247699,1.755687968
1.381293815,-0.7520684064
0.7443754021,-0.2300334137
0.4595039713,2.739519988
0.8290801434,0.2262074547
-0.01694848096,-2.809503472
-0.9307663957,0.4705087337
-0.1278632761,1.217960348
-0.06720216137,-1.045974437
1.117331828,-1.399320644
0.9154149918,1.117473225
0.3663968816,-0.6026046398
-0.8934308383,-0.9028400384
-0.245786802,-0.5356884961
-0.6702130794,0.5633919134
1.631819077,-0.878263456
0.8995717095,-1.585337221
0.3166165243,0.0701865893
-0.3344862821,1.073578585
1.909191388,-1.125765153
0.2146442074,0.2572119266
1.143357173,1.535321088
-0.4195216327,-0.4022066822
1.221865236,-0.5552103159
-1.276916531,-0.8783560766
-0.4736326769,-0.06753207493
-1.437244755,-2.547847302
1.907976488,0.3104452207
-0.1112855893,0.686533857
1.084539034,-1.16786907
0.3710885352,-0.7498361326
-0.2882503284,-1.051842832
1.362269449,-0.6217043801
-0.5660673248,0.5198155902
1.606547894,-1.649826054
0.8348178316,0.9204158205
-0.7860329715,-0.0365599227
3.131878965,-0.1687599812
0.6244205192,-0.7994674198
-0.4473442945,-0.4772443375
0.2371298027,-1.898347736
1.015371782,-0.4872222573
-0.5200135378,-1.046952476
0.9899382801,-0.6550755864
0.5196214476,-0.7332794227
1.392770737,-0.242497
0.3071672161,-2.835331556
-0.9733442439,-0.125278361
-1.380226512,0.6344271898
-0.9464987917,-0.9205211789
0.9401310341,-1.205253532
-0.5067814967,-2.213114288
0.403428628,-0.8587583704
0.644631365,-0.3504257668
0.3330814257,-2.374588839
-0.660367294,0.08208971693
1.35693353,-0.3490523627
0.8829714541,-1.287811237
0.9555183871,-0.1500941082
-0.4548466136,-0.7959650155
-0.7058408934,0.09979491908
2.561004993,-1.622881668
0.07844990748,-1.168100884
2.160848461,0.1027312077
-0.9593544839,-0.5533260572
1.350160365,1.962079612
-0.8043606504,0.1086286675
0.7449991801,0.9110593119
-0.4533890942,1.124350608
1.149583053,-0.9245787055
0.4594232865,-0.6638931575
1.083132194,0.3589745749
1.725858482,-1.738046869
-1.182021985,-0.1111370598
-0.8878452192,-1.317700441
-1.257143963,0.236960316
0.2695971991,-0.8686659225
-1.837643778,-0.5485172053
1.624882764,-2.136027827
0.05430923652,-1.479095038
-0.09002548635,-1.074867476
-0.08231466365,0.1031697822
0.6896755287,0.9721657122
2.376401283,-0.2805653644
0.292569337,-1.04582687
0.4593159862,-0.160319343
0.8088807689,-1.526863822
-0.4609253301,0.5502986024
-0.1280179213,-0.480740736
0.6908180653,0.07449734492
0.3601126505,-0.7706206577
0.9465497961,0.5768395637
-1.087221325,-0.227974575
-0.6479431904,0.4870609197
1.971630479,-0.37163021
2.402517024,-0.5953041169
-0.5783073856,-1.641559517
0.03543272189,-0.8116442626
1.95533124,0.6788972429
-0.468101905,0.05222732662
0.954509931,-1.105279053
-1.515566517,-0.7490846071
0.5033311727,1.153160659
-1.124931287,0.4660898192
-2.924622826,-0.876524339
0.1930795113,-1.409019959
-0.6007026879,0.5446232081
0.7521820321,1.716006203
0.2737174302,1.044530569
-1.797775892,-0.866720335
0.3815284866,-1.703020378
-0.7368942244,0.04599967321
1.24606952,0.4315065662
-0.4836505723,0.9562565717
-0.4894080737,1.335170612
-1.551080685,-2.488555342
1.479087127,0.6514166913
2.130958541,0.6936093066
0.9413521866,-0.3513055828
0.7234874653,-0.7208531175
0.01369213761,-0.8134730639
1.359457053,-1.384432648
0.7921661551,0.06257984279
-0.1603332526,-1.355042547
0.7110991918,-0.6646017284
1.787022688,1.131037759
0.7899532989,1.018756727
0.6502969491,-1.390829246
1.48058148,1.301720247
-0.9463990033,-0.5527855824
0.3505428876,0.7476810473
1.029465419,0.1228087258
-0.1056271783,0.9122757724
0.3066734862,0.2563284789
0.765116229,-0.5143888717
2.699521256,-1.694546199
-0.2370397929,-0.8531546093
-1.181361333,-0.03981627397
0.1810996648,-1.802085255
-0.1827498993,-1.588575938
0.2747502813,-0.3343494616
-0.6031946407,0.1890357246
1.340986402,1.139061925
1.999283306,0.9720550593
1.52578341,-1.10851766
1.938864037,-1.509098259
1.336078464,-0.646213278
0.7567044679,-0.7172045403
-0.1526729945,-0.6713912527
2.417730414,-2.225999209
-0.8093517679,-0.2853554676
2.233483826,-0.4302760593
0.347581164,1.434897768
0.08652228155,0.6722022765
-0.2144605144,1.46029542
0.3201013493,0.4692358473
-0.03248455746,0.1302645772
0.2075666459,0.2302839736
0.3531122082,-1.065041643
0.9424531989,2.755894704
0.1931185503,1.462675362
-0.8428639935,-1.785323139
1.72943643,-1.32686445
-0.623025949,-0.5036982315
-0.1017113604,-1.489537668
-0.2940500985,1.947447201
0.09277492876,0.3636017427
0.377563023,-2.282575131
-1.091903045,0.0111510881
0.6684236886,-0.8946718628
-0.363186022,-0.1782405848
2.437531425,0.8369578297
-0.07552385089,-0.7890081333
