PC1,PC2,PC3
-0.8889257622,-1.110536947,-0.2637013124
0.1868205203,-0.9462682103,0.09449933176
-0.399026641,-0.126954653,-1.375892514
0.7044991402,-0.07097855168,-1.125636665
-0.8470964734,-0.2939268299,0.8788208973
1.447999351,-0.2151633924,-1.719659424
1.726882277,1.04296594,-2.67498608
-0.002857640539,-1.602101721,0.003381284477
1.063574401,0.4759939349,-1.041938893
0.08081094176,-1.042497129,-0.9756430744
-0.5126978632,0.1213877132,-1.190170121
-0.5132842284,-1.808119979,-2.251438451
-0.7214914941,-2.70981115,0.3889630977
-1.536027458,-0.0185365979,-2.140569518
0.3010970466,0.926899334,-1.095966954
-0.5119094956,-1.026290474,-1.434406326
-0.564731401,-2.69945401,-0.5302731001
-1.835574045,-0.04654374346,-1.70188418
0.3432965328,-0.891173014,-1.733973139
0.3712067626,-1.183773734,0.1055689721
-0.9469632441,0.1333232972,-1.772850065
-0.3646837231,0.6528245368,-2.563796349
-0.7014240181,-1.251899438,-1.167441304
0.8864612932,1.923336448,-0.9470900361
0.6754296375,-0.2323217971,-0.8950183701
-0.5974958186,-0.3300277848,-0.779360944
0.8221841348,0.9343951685,-0.9329760375
-0.04783910062,-1.389142361,-2.02673019
-0.6098773502,-2.610832096,-0.04800281371
-0.3265264317,-1.110476307,-0.08427325534
0.6901734614,-2.329446003,-0.9788443209
2.268585287,-0.5579366733,-2.079745394
1.19082687,0.5143448369,-2.545149737
-0.673571517,-0.9825991077,-1.562711468
-0.2784666731,0.1266461621,-0.9888453053
0.6007641666,0.2959428879,-2.294665928
1.438686263,-1.898300631,-0.7030822875
1.021964748,0.7951073608,-0.6299779683
-0.7245573004,1.297190249,-2.074073889
-2.498101981,-0.5204388566,-0.5266766392
-0.1777481842,-0.3333370078,-2.166564496
-2.871065304,-1.444862397,-0.1058283421
-0.3516395829,-2.56690633,0.1390879713
1.338203344,0.4374323025,-2.003545261
-0.1969819187,-1.773677958,0.1852546522
-1.236623389,-0.05852214125,-0.02471642913
-0.4872409252,-1.016036949,-0.2413747862
0.135323292,0.9539790328,-1.729384107
-1.345668779,0.8395035454,-1.401098252
0.8653792509,0.1267195208,-0.988797936
0.8427107906,-1.16580554,-1.955209988
0.03874866097,0.1706489855,0.0781637796
-2.671864679,-0.1565447084,-1.260546844
1.172095395,-1.106688239,-0.463663399
-1.705279473,1.077680024,-0.4617052882
1.143579667,0.5835481875,-2.393463145
-0.676322913,-2.113196729,-1.396865284
-0.9125543022,-0.8158014667,-0.4343404174
-1.620243903,-0.4618385284,0.4725599775
-0.7803654115,-0.3131476923,-2.571253866
-0.07885167764,-0.02229803042,-0.4984576497
-1.410807187,-0.4575278162,-0.8997892382
0.07804127885,0.06227006673,-0.3685134569
1.198141604,-0.2478989433,-1.064306077
-0.4883825789,0.4119549054,-1.875005474
-0.2781790191,-0.420696284,-0.9486314645
0.632534002,-1.131751821,-0.9773643894
-2.172763445,-0.4146300203,0.2732427196
-1.564771348,-0.4696183236,-0.9686476785
-0.5223394623,1.209685074,-1.255287666
-1.899316719,-2.420286417,0.01147974138
-0.6739914964,1.105365827,-2.628628508
0.9800429081,-0.976632562,-1.444546688
0.546917836,-2.168074179,0.74652854
1.308522644,-1.324435043,-0.3573408022
0.4497409946,0.2312525046,-1.960442791
-0.5290020437,-0.07961662364,1.11748704
-2.1543966,-0.304751347,-1.481402096
-0.4575032877,-1.413884293,-1.27585159
0.4937642511,-0.6106772407,-0.5928586863
-1.346320921,0.4775545538,-1.546063979
-0.5475731246,0.9328788698,-0.1481625941
-0.09585067013,-0.7019996473,-0.3097644347
-1.114555033,-0.4022387076,-0.6893353348
0.1783793101,0.8888682844,-1.689766387
-0.3716982682,-0.6826907424,-0.6056717023
-1.022729434,0.09377436052,-1.802147851
-0.0204388056,-1.054410252,-0.1591670129
0.8619380534,-0.6947090944,-1.163376204
-0.3377594704,0.2813453592,-1.908978551
0.1157950685,0.2733885497,-0.2211854883
0.6197227077,-0.3555989012,-1.265449926
-2.074722061,1.217512958,-0.0140182635
-0.6155406673,0.4843281635,-1.47184674
0.6835911052,-0.3112598107,-1.092322631
-1.282409074,1.686486684,-1.682598934
-0.08675371248,-1.687692714,0.09135212868
0.3428494719,-0.2827893252,-2.671667803
1.373210341,-0.4687250237,-0.6433489089
0.4149218815,-0.9173982515,-2.36429548
0.1130228128,-2.379692391,-0.6105632018
-1.497747159,-1.414165706,-0.7715490284
-0.3148931,-0.3019793935,-2.168061127
-0.9323386807,0.2922666366,-1.099300132
-0.4245308918,-0.6084113866,-0.3368033121
-0.3854034002,0.5358173563,-0.08762423877
-0.748600284,-2.297176134,0.8643862544
0.08180064111,-0.343377182,-0.2891047596
-0.7542500611,-0.5599755923,-1.379959106
-0.6857522531,-0.4086978943,-1.371785608
-0.1856320015,-1.059541399,-1.804925346
-0.4922392619,0.8584077645,-1.588293613
0.3857494855,-0.1819917588,-0.7159932665
-0.466096261,-1.67992736,-0.5638664237
-0.1944924275,1.302912038,-0.2718695663
-0.6932690817,0.3929560355,0.128984739
-0.5952384746,-0.7540117046,-1.301065556
0.1143346432,-1.32818176,0.4953482282
0.4311687169,0.4012950902,-0.7219069744
0.2469265293,-1.38462267,-0.9872490746
-1.478148665,-0.9494000028,-0.6543419072
0.6171518244,-0.105087303,-1.115768463
-0.06016840123,-2.392176146,-1.17274254
-1.408414938,-0.9388675742,-2.198221326
-0.6419848321,-1.189427581,-1.235207474
-0.2753061438,-1.539869509,-0.9780453319
1.007115015,0.7072239133,-1.042500761
-0.1526817247,-0.1642398596,-1.512764637
-0.2730686593,0.3060286312,-1.590801117
-0.4450599633,1.238009969,-0.3584171306
-0.2193261123,-0.4301807899,-0.5198177319
-0.8048916373,-0.8350665128,-0.6344012632
1.622617903,-0.5380137996,-1.59251741
-1.223568924,-0.3047794446,-0.4051924182
0.6823022906,-1.033048565,-1.075788308
0.9612359549,-0.3854389319,-0.4075330098
1.494671514,-1.619984709,-0.841224817
0.5515717165,-0.4647333922,-0.2078871411
1.106601745,-0.7575046825,-0.6911407743
-0.5879418743,-0.5544328373,-0.8234642385
0.05294325302,0.9991233245,-0.5195945386
-0.3506087595,0.392975837,-2.105453019
0.401119007,-0.7962816309,-0.2354819253
0.06083760585,-2.082264693,0.8175799159
-1.510974535,0.7824250059,-1.22736767
-0.2294499623,-2.123757302,-0.4350386788
-1.869318141,-0.3882020354,0.997297413
0.443757164,-0.8089090582,-0.7393594763
2.115194287,0.1309687285,-0.50278893
-0.9012907587,-1.689984635,-1.261601694
-0.09893310976,-0.8275830154,-0.9394674522
0.2000895735,-0.7465166895,-1.341982988
-0.2918354525,-1.48449546,-1.088208672
0.146126958,-0.4812625834,-1.303656741
-0.5085678275,-0.405617511,-2.154168058
3.019368634,-0.1179915014,-1.346484841
1.243696367,-0.7427859795,-1.328966445
1.801465947,-2.72875211,-1.68522732
-1.786243669,0.1754660942,-0.8162850097
-0.1787670727,-0.8548110363,-0.6923028866
-0.9936544304,-0.9630524061,-1.243339983
-1.032000115,0.2605345356,-2.061838657
1.449381438,-0.01116049642,-0.2143577197
0.9456377619,1.133558283,-0.4937117925
1.3696558,-0.5504813555,-1.776849348
-0.4631957253,2.31776324,-2.060217465
1.547911781,-0.8736173374,-0.3033369476
-0.3330485143,0.4167255371,-1.24522583
-1.22469971,-0.4913499134,-1.466329514
-1.345865157,0.2844811283,-0.974269987
-0.9976143367,0.103899634,-1.774979254
0.234225481,-2.047256137,-0.7868265886
0.7357161975,-0.3702042498,-0.7162192936
1.942396445,-1.078757271,-0.7343053275
-1.423624177,-1.903463196,-1.447017632
0.4187865597,-0.6680842039,-1.878165466
0.05465770852,-0.09255763962,-0.8258154171
0.7777418908,0.09051713571,-2.167460719
-0.8454612272,-1.844569039,-0.03504216977
-0.5436258995,-2.060354844,-0.9397398425
1.005259671,-0.376293485,-1.180656248
-0.322732695,-0.3696092447,-0.8693548654
-1.535357557,-2.17892832,-0.3003158048
1.120059144,-0.855122607,-0.3397817616
1.348719851,-1.625128747,-0.1563762978
1.180333879,-1.483498605,-1.802346667
-1.043273069,-0.8229205792,-0.8126892928
-0.4728575606,-1.525687932,-0.380088821
-1.673542311,-0.3795388033,-0.6093132541
-1.106425876,1.464042895,-1.915779966
-0.3410886682,-0.06335129133,-1.570913635
-0.3113341569,-1.149309388,-1.282167596
-1.206199046,0.947732055,-0.9773389352
1.354433541,0.1842506663,-0.659459784
-0.3789521256,-0.4571090613,-2.107937516
2.400073122,0.5466210109,-1.299173129
0.489295799,2.18609257,-1.575668669
-0.1804770784,0.09181997696,-0.3601138515
0.8049918512,-1.109137317,-1.706615942
2.390900615,-1.488750192,-0.5511128903
0.240679895,-1.443844844,-1.711618453
1.286419017,-2.327123204,0.1472487703
-0.006116312698,-0.8508269075,-2.359056408
1.326806438,-0.874603067,-0.244642416
0.6351686228,-1.410208612,-1.751540037
-0.8839972876,0.9030436621,-1.233352923
0.1995450767,-1.507817305,-0.4564415928
1.593328999,-2.900865784,-1.598215329
0.8904922189,1.437095091,-0.06874088866
0.02975261218,-0.8027353237,-0.9298116301
0.5602842655,-0.07975797854,-1.011384656
0.9586630521,-0.6042638616,-2.59806646
0.4900902775,-0.3568584823,-1.976948561
-1.804536136,-2.013975654,0.217795499
-0.8843049936,0.8685503354,-2.616800638
-0.07055351614,-3.055092853,-0.3650086352
-1.065896535,-2.252453217,-0.01530438331
0.2063863397,-0.9110791523,-2.618459313
-1.313062934,-2.324111902,-0.608381362
0.3663788333,0.03250216955,-2.753674092
-2.115053482,-0.01670729699,-1.438326919
1.274628211,0.002048659122,-0.4574242102
0.5786970919,-1.153638702,-0.860518187
-1.728543139,-0.3578575853,-0.5799803737
-0.3411633538,-0.5715777781,-2.070514605
-0.5885292003,-0.09333539944,-2.875254772
-0.3204933741,-1.899209151,-0.6783533524
-0.4299906444,-1.251725097,-0.5458498949
-0.03897991402,-1.399244414,0.03134257017
2.255482167,-1.505162223,-1.674475899
1.501583196,1.003591703,-1.891845377
-1.532414147,-1.396193184,0.04178740492
0.1027220429,-1.722560021,-0.5888632569
0.1624900253,-0.7288939264,-0.2272067923
0.2892911668,0.08325683854,-0.1538600218
-1.915227267,-0.8305154763,-1.884679293
1.944730598,0.6253422955,-1.025795007
-1.648768493,-1.768304845,0.2707836365
1.093887592,0.9819608974,-0.9267427008
-1.758241028,0.35803082,-1.820223235
1.158787728,-0.7668722172,0.1987578152
-1.034641876,-0.05827596872,-1.741507816
-0.5674781493,1.738342784,-1.477737929
-0.9261494915,0.2580603177,-0.0874501338
-0.1001718214,-1.284696687,-1.427361756
0.8056614179,-1.507209036,0.6034373246
-0.6941484686,-1.719804108,-0.8014476134
0.3816108978,-0.3465429089,-1.003368215
-0.8475189462,-2.36114802,-1.192010364
0.5691893194,-0.2036334804,-2.454826588
2.200460283,-0.1871553756,0.2359479186
0.2781053296,-0.228240862,-2.144486063
0.5395777322,0.1788623902,-2.660435583
-0.981248696,0.8476155279,-0.03262290307
0.6852623511,-0.7467001194,-0.8222115425
-1.405423725,-0.8219788044,0.5462962829
-0.6601639128,-1.62383541,-0.3598698139
0.2790622285,-0.9530229609,-1.719337533
-0.05606842041,-0.305341158,-2.383620577
-0.9300893544,-0.1805289216,-0.631351128
0.6899972007,-0.2897180201,-2.294033145
0.4405579286,-1.136095072,-0.516262486
-0.1068125729,0.2615310409,-2.646306043
0.103643753,1.319158916,-0.6007616639
0.02639752506,-1.683887757,-0.433117688
0.6950289806,-1.267759124,-1.938018831
-0.03732898816,-0.6294249627,-0.9315684285
0.0542841662,-1.424863431,0.05205497562
0.3755496033,-1.679480611,-1.115860353
0.03351040799,-0.7698839854,-1.540029131
0.2038326668,1.079258166,-2.215460773
-1.286027886,0.00309041301,-1.095582399
1.089739205,0.1471062682,-1.465881431
1.74457787,-0.9818449758,-0.8328546193
-0.5631764105,-0.9208835801,-0.240607866
1.349076481,-0.1691457511,-0.5711861987
-0.2226186913,-1.45447132,-1.438599034
0.1749552436,1.118471472,-0.6578841234
-2.844955781,-0.05451009572,-1.339271595
-0.5716912643,-0.6857489595,-1.921614464
1.808397854,-1.102709895,-1.567443555
0.03794229722,1.154911922,-2.217398537
-1.217317992,0.2824102158,-1.429327639
0.8365706744,-0.7890125857,-2.709749399
0.1544487983,-2.158741682,-1.258815844
-3.133935306,-0.03865755546,-0.8479888515
-3.354128192,1.116297885,-1.451870255
0.5282608215,-1.724847724,-0.4451435627
-0.4742913963,0.1502316404,-0.303091649
0.08430819345,-0.06984114865,-1.215515942
-1.296827389,-0.904875454,-1.357291005
-1.103867952,0.05641324727,0.08716433554
-0.1928667405,-1.026760995,0.0280641576
0.8908745405,-0.02507937339,-0.4841736699
0.02845256812,-1.177101183,-0.3958148453
1.703415214,-2.051765043,-1.204194176
0.2750863986,-0.8301398039,-0.3606681436
-0.08669300409,-1.475520607,-0.8472037163
-1.67206803,2.562186387,-1.934761249
0.380811377,-1.552806314,-1.005827116
-0.03414651615,-0.2714330997,-0.8040191028
0.5636675068,-1.291996173,-2.557863389
0.4467117974,-1.241052113,0.007291052435
1.233224001,-0.3246400627,-1.521376725
-0.9336689213,-0.4593422353,-0.1679348027
-0.1710232606,-1.364927778,-0.4940477892
1.272083544,-1.800058549,-1.528450543
-1.016195822,-0.4413500405,-1.864767893
-0.1223835612,-1.996087078,-0.1951203386
-0.1723660426,-1.160675907,0.0007179667809
0.8227754096,-0.5302937439,-2.311201784
-0.154764708,-1.089805052,-1.410388725
1.096077674,-1.331975206,-1.511391951
0.1049870595,-2.12535562,-1.717045916
-0.01502873091,-2.11561876,-0.6799171578
-0.01800547414,-0.6660913725,-0.1909842371
-1.046078519,0.4108329762,-1.344542012
-0.693749445,-0.2078929933,-0.6516039566
-0.06611602756,-0.7848766814,-1.463640436
1.858335436,-0.1273243237,-1.429363222
0.7017103765,-1.12861875,-0.9941556822
-1.614583483,-1.546735897,0.6244032544
-0.4911802531,0.04169552578,-0.3594134555
0.654941107,-2.139341678,-0.8224544756
-0.1635938689,0.4875092424,-0.6795809373
1.175757221,-0.2535470073,0.4579540421
0.6247041368,-1.775288148,-1.499386499
-0.7591490402,-0.1061350216,-1.086830645
0.7997658022,-0.9736912645,0.7165550781
0.9220314696,-0.3785314223,-2.062997475
-0.2972485849,-0.9548028016,-1.374513337
-0.7657083431,-1.443386357,-1.124625465
-0.7333441771,-0.3011693698,-1.002372076
-0.6528767618,-0.4528795844,-0.8568916878
0.07175717994,-1.362614732,-1.507160485
0.6846858178,-1.908272343,-0.2659760363
-0.7994310039,-1.197946479,-1.34970183
-0.1173627641,-1.299508624,-0.4162735992
1.078433116,-2.189187523,0.004879444913
-0.5914859403,0.05164772987,-0.7782726823
1.012688567,0.5829552739,-1.221479137
0.06300581055,0.715815194,-1.453083128
-0.097454926,0.7057214431,-1.794085763
-0.169861711,-2.068993558,-1.483720282
-0.1426871709,1.646279722,-0.9373960141
0.06326543661,-0.3250194464,-0.2933658056
0.6264422537,-1.306232726,-1.217475288
0.05188139865,-1.160334253,-0.7256867161
0.01067636653,-0.1989418526,0.2478542875
-0.1781985287,-0.01053159213,-2.97972401
0.6924744078,0.4313081712,-1.664516559
0.7659125469,-2.58410548,-0.3927351593
0.6068612636,0.3058044223,-0.810791145
-1.211925119,-0.3273691789,-0.935572283
1.18225139,-0.4288849877,0.05461658274
0.2162211759,-1.120781691,-2.652230053
-2.595460205,-2.147967979,-0.3906016493
0.1942451335,-0.4148083849,-0.6910692915
-0.9158708517,-0.2036814554,-0.4900429983
-0.002696310082,0.3920167678,-0.5227048667
1.119807007,-1.453813847,-1.289514968
-0.6655221332,-2.118724358,-1.143448033
0.9944382155,-0.7364614977,-0.4384091958
0.6286053624,-0.4906528887,-0.7995790533
-0.1792455659,1.426032741,-1.529582803
0.7334097935,0.8786223398,-1.773472518
1.132921457,0.3728723289,-0.8853450587
1.342069531,0.4008218506,-1.253379836
-0.7292892799,-1.352050106,-0.6740208146
-0.5306031887,0.7856257159,0.3617406791
-1.420475829,-0.5942857003,-2.082553036
0.9763020634,0.5549975447,-1.807660477
0.3002810923,-0.6710300813,-0.04730492137
-0.05782361778,0.8388532186,-1.386747527
-0.7690040599,0.5127445457,-1.559189831
0.9046554092,-1.577789947,-1.18730335
0.5303707725,1.361712095,-0.8223094576
-0.3002449947,-1.76666898,0.05766757034
0.4267684293,0.6286537405,-1.297600298
0.01257417298,-0.0001779178005,-0.4400334488
0.3689329496,-0.2587564266,-1.617696261
0.004094151104,-1.765919577,-1.033182366
-0.9877999854,-0.4678006482,-2.502535862
1.23826744,-1.158754676,-1.066596515
1.330114693,-0.7104683977,-0.2960686518
1.567673376,2.231437106,-1.87149192
1.135288181,-1.491164579,-0.7567196088
0.8551543085,0.41250917,-1.619142813
-2.180253738,-2.277960428,-0.1547248507
0.4713335963,-1.782625138,-0.5593131763
1.903721464,0.4001795077,-1.434441255
-0.5573438304,-0.1344697673,-0.1908275901
-0.4964323298,-1.389041019,-0.9238677455
-0.09590219598,-1.495456411,-0.7797162977
-0.8977116773,-0.5173815857,-2.091408106
0.2263643854,-0.1727441047,-1.536866702
-0.4824501666,-2.04179825,-1.342608981
-1.288675138,-0.009716200205,-0.643615789
-0.3184753448,0.5240856945,-0.04523323305
-0.4500147479,0.1451217505,-1.611533459
-0.927479538,-1.867264488,-0.8448219517
-0.4492215193,-1.149368661,-1.224180706
-0.8435068195,0.1514135253,-0.556623266
-0.8280050795,1.739169015,0.09720081232
0.1867556306,-0.7667116331,-1.491014046
-0.7084702398,1.637884288,-0.9233409105
1.485599303,-0.4777645224,-1.765404794
0.4707444676,1.194855184,-2.07317716
-1.62897168,-0.6656527924,0.3661709488
-0.6219948758,0.2342251081,-0.2894974304
-0.2529518356,-0.6178796787,-0.0943410786
-0.4885053942,0.2177222928,-1.736691935
-0.901434911,-1.203440044,-0.05112658015
-1.315519768,-0.9604230363,-1.506008317
1.062748913,0.1418049863,0.5549830875
2.461273274,0.6857370465,-2.694850608
-0.5547841065,0.03847590109,-0.7105149146
-0.7323092867,0.4858625905,-0.02626456546
1.965040357,-1.47165725,-0.9508919939
-1.866428255,-1.572223881,-1.183082477
-2.575433373,0.1410961196,-1.706618914
-0.6752865317,-1.589207685,-0.9349096778
1.407609167,-0.8940952227,0.05603243784
0.5569516558,0.6948714978,-2.067453373
-0.7525324023,0.1423934417,0.3685257521
0.5323169028,-1.892734659,-1.212277817
0.6761286379,-0.7992037065,-1.155896023
1.299625035,-1.209244274,-1.26594365
-0.7382441726,-1.090915936,-2.428179957
-0.3771418141,0.02117590996,0.07823560249
-0.2965749192,0.5447786627,-0.6971915344
0.7418829958,0.1431852968,-1.573536736
-0.8385305772,-0.2685922863,-1.792734015
-1.740371447,-0.1819626226,-1.877367251
-0.005381048864,-0.8617552107,-1.065899064
-0.0282611885,-0.4328432376,-0.7545675769
-2.119713995,1.218483237,-0.443667661
-0.8958973704,-1.799796652,-0.1019147857
1.067502293,-1.106352456,-0.2684887745
0.8834857493,-0.1311861378,-1.146746079
-0.405951114,-1.006302833,-0.2830572453
-0.4429068238,0.4334085927,0.3627665089
1.006487814,0.7886461691,-2.801837363
-0.4578670625,-1.686878121,0.05725889179
0.1933210919,-1.434634419,-0.6417328981
0.1822502906,-1.068950497,-0.8426733925
-1.153895356,-1.661431584,-1.255377484
-0.8793226498,0.5052386571,0.002201953449
-0.3582167935,-1.087369269,-1.382951007
1.05842468,0.07473960883,-2.24645622
-0.6007917275,-1.301243676,0.7476319049
0.2610011233,1.082325512,-1.311508412
-0.4019589983,-0.394246144,-0.5306244683
-2.351107573,0.1711060788,-0.6777167363
-0.1909327608,-0.5610631358,-1.732939618
1.453950927,-0.2906304992,-1.850461036
0.454415452,0.9448854901,-0.2660386918
-0.373793513,-0.6836714412,-1.448424381
0.1314682298,-0.3033054865,-0.432579574
0.2884151949,-0.5766281965,-1.955323555
-0.5306063299,-0.7036194311,-0.6198607265
0.1004687879,-2.270632417,-0.02761585979
0.4174291364,1.349190216,-1.450750667
0.5405644754,-1.697202771,0.2819765124
-0.02579004666,-0.6767690658,-0.4701508388
-0.7167246164,-0.382543216,-2.105711501
-1.461421936,-1.624354445,-0.5112976718
-0.3379624815,-1.10453969,-0.3655931525
-1.14506951,-0.429252852,-0.1412633826
0.488535106,-0.08573548825,-0.6056245047
0.09040307795,-2.164013481,-0.5853000782
0.2988721747,0.1965805392,-1.77344385
-1.237938352,0.3818162683,-1.015633287
-1.572953573,-1.134763168,-1.423268658
1.387699438,0.3948333853,-0.6299880719
-0.3372883988,-0.8473247889,-0.9351685466
-0.8049791192,0.317520779,-1.523540837
1.399882277,-1.967030272,-1.063906468
-2.485179579,-1.780792522,-0.0536422636
2.373596323,-1.846318166,-0.07614164888
1.100026044,-0.5677933645,-1.339904988
-0.8416753978,-0.6814164607,-2.277117179
